"","Date","Location","TimeOfDay","Unique.ID","Orig_Height_cm","Orig_WaterLevel","Orig_WaterLevel_corr","HPO","New_WaterLevel","New_WaterLevel_corr","New_Height_cm","submerged"
"1",2011-07-07,"LDP","dawn","LDPCH032011",50,NA,0,0,NA,0,50,0
"2",2011-07-07,"LDP","dusk","LDPCH032011",50,NA,0,12,NA,0,50,0
"3",2011-07-08,"LDP","dawn","LDPCH032011",50,NA,0,24,NA,0,50,0
"4",2011-07-08,"LDP","dusk","LDPCH032011",50,NA,0,36,NA,0,50,0
"5",2011-07-09,"LDP","dawn","LDPCH032011",50,NA,0,48,NA,0,50,0
"6",2011-07-09,"LDP","dusk","LDPCH032011",50,NA,0,60,NA,0,50,0
"7",2011-07-10,"LDP","dawn","LDPCH032011",50,NA,0,72,NA,0,50,0
"8",2011-07-10,"LDP","dawn","LDPCH042011",100,NA,0,0,NA,0,100,0
"9",2011-07-10,"LDP","dusk","LDPCH042011",100,NA,0,12,NA,0,100,0
"10",2011-07-10,"LDP","dusk","LDPCH032011",50,NA,0,84,NA,0,50,0
"11",2011-07-11,"LDP","dawn","LDPCH042011",100,NA,0,24,NA,0,100,0
"12",2011-07-11,"LDP","dawn","LDPCH032011",50,NA,0,96,NA,0,50,0
"13",2011-07-11,"LDP","dusk","LDPCH042011",100,NA,0,36,NA,0,100,0
"14",2011-07-11,"LDP","dusk","LDPCH032011",50,NA,0,108,NA,0,50,0
"16",2011-07-12,"LDP","dawn","LDPCH042011",100,NA,0,48,NA,0,100,0
"17",2011-07-12,"LDP","dusk","LDPCH042011",100,NA,0,60,NA,0,100,0
"18",2011-07-13,"LDP","dawn","LDPCH042011",100,NA,0,72,NA,0,100,0
"19",2011-07-13,"LDP","dusk","LDPCH042011",100,NA,0,84,NA,0,100,0
"20",2011-07-14,"LDP","dawn","LDPCH042011",100,NA,0,96,NA,0,100,0
"21",2011-07-14,"LDP","dusk","LDPCH042011",100,NA,0,108,NA,0,100,0
"23",2011-07-16,"LDP","dawn","LDPCHL012011",82,15,15,0,15,15,82,0
"24",2011-07-16,"LDP","dawn","LDPCHL022011",72,15,15,0,15,15,72,0
"25",2011-07-16,"LDP","dusk","LDPCHL012011",82,15,15,12,14,14,83,0
"26",2011-07-16,"LDP","dusk","LDPCHL022011",72,15,15,12,14,14,73,0
"27",2011-07-17,"LDP","dawn","LDPCHL012011",82,15,15,24,14,14,83,0
"28",2011-07-17,"LDP","dawn","LDPCHL032011",97,14,14,0,14,14,97,0
"29",2011-07-17,"LDP","dawn","LDPCHL022011",72,15,15,24,14,14,73,0
"30",2011-07-17,"LDP","dusk","LDPCHL032011",97,14,14,12,14,14,97,0
"31",2011-07-17,"LDP","dusk","LDPCHL012011",82,15,15,36,14,14,83,0
"32",2011-07-17,"LDP","dusk","LDPCHL022011",72,15,15,36,14,14,73,0
"33",2011-07-18,"LDP","dawn","LDPCHL012011",82,15,15,48,13,13,84,0
"34",2011-07-18,"LDP","dawn","LDPCHL022011",72,15,15,48,13,13,74,0
"35",2011-07-18,"LDP","dawn","LDPCHL032011",97,14,14,24,13,13,98,0
"36",2011-07-18,"LDP","dusk","LDPCHL012011",82,15,15,60,11,11,86,0
"37",2011-07-18,"LDP","dusk","LDPCHL022011",72,15,15,60,11,11,76,0
"38",2011-07-18,"LDP","dusk","LDPCHL032011",97,14,14,36,11,11,100,0
"39",2011-07-19,"LDP","dawn","LDPCHL012011",82,15,15,72,11,11,86,0
"40",2011-07-19,"LDP","dawn","LDPCHL032011",97,14,14,48,11,11,100,0
"41",2011-07-19,"LDP","dawn","LDPCHL022011",72,15,15,72,11,11,76,0
"42",2011-07-19,"LDP","dusk","LDPCHL012011",82,15,15,84,5,5,92,0
"43",2011-07-19,"LDP","dusk","LDPCHL032011",97,14,14,60,5,5,106,0
"44",2011-07-19,"LDP","dusk","LDPCHL022011",72,15,15,84,5,5,82,0
"45",2011-07-20,"LDP","dawn","LDPCHL012011",82,15,15,96,2,2,95,0
"46",2011-07-20,"LDP","dawn","LDPCHL022011",72,15,15,96,2,2,85,0
"47",2011-07-20,"LDP","dawn","LDPCHL032011",97,14,14,72,2,2,109,0
"48",2011-07-20,"LDP","dusk","LDPCHL032011",97,14,14,84,8,8,103,0
"49",2011-07-20,"LDP","dusk","LDPCHL012011",82,15,15,108,8,8,89,0
"50",2011-07-20,"LDP","dusk","LDPCHL022011",72,15,15,108,8,8,79,0
"53",2011-07-21,"LDP","dawn","LDPCHL032011",97,14,14,96,5,5,106,0
"54",2011-07-21,"LDP","dusk","LDPCHL032011",97,14,14,108,7,7,104,0
"56",2011-07-22,"LDP","dawn","LDPCHL042011",69,9,9,0,9,9,69,0
"57",2011-07-22,"LDP","dusk","LDPCHL042011",69,9,9,12,10,10,68,0
"58",2011-07-23,"LDP","dawn","LDPCHL042011",69,9,9,24,11,11,67,0
"59",2011-07-23,"LDP","dawn","LDPCHL052011",42,11,11,0,11,11,42,0
"60",2011-07-23,"LDP","dusk","LDPCHL052011",42,11,11,12,12,12,41,0
"61",2011-07-23,"LDP","dusk","LDPCHL042011",69,9,9,36,12,12,66,0
"62",2011-07-24,"LDP","dawn","LDPCHL052011",42,11,11,24,12,12,41,0
"63",2011-07-24,"LDP","dawn","LDPCHL042011",69,9,9,48,12,12,66,0
"64",2011-07-24,"LDP","dusk","LDPCHL052011",42,11,11,36,13,13,40,0
"65",2011-07-24,"LDP","dusk","LDPCHL042011",69,9,9,60,13,13,65,0
"66",2011-07-25,"LDP","dawn","LDPCHL042011",69,9,9,72,14,14,64,0
"67",2011-07-25,"LDP","dawn","LDPCHL052011",42,11,11,48,14,14,39,0
"68",2011-07-25,"LDP","dusk","LDPCHL052011",42,11,11,60,15,15,38,0
"69",2011-07-25,"LDP","dusk","LDPCHL042011",69,9,9,84,15,15,63,0
"70",2011-07-26,"LDP","dawn","LDPCHL082011",92,15,15,0,15,15,92,0
"71",2011-07-26,"LDP","dawn","LDPCHL042011",69,9,9,96,15,15,63,0
"72",2011-07-26,"LDP","dawn","LDPCHL052011",42,11,11,72,15,15,38,0
"73",2011-07-26,"LDP","dusk","LDPCHL082011",92,15,15,12,15,15,92,0
"74",2011-07-26,"LDP","dusk","LDPCHL052011",42,11,11,84,15,15,38,0
"75",2011-07-26,"LDP","dusk","LDPCHL042011",69,9,9,108,15,15,63,0
"76",2011-07-27,"LDP","dawn","LDPCHL052011",42,11,11,96,15,15,38,0
"77",2011-07-27,"LDP","dawn","LDPCHL092011",43,15,15,0,15,15,43,0
"79",2011-07-27,"LDP","dawn","LDPCHL082011",92,15,15,24,15,15,92,0
"80",2011-07-27,"LDP","dawn","LDPCHL102011",39,15,15,0,15,15,39,0
"81",2011-07-27,"LDP","dusk","LDPCHL092011",43,15,15,12,20,20,38,0
"82",2011-07-27,"LDP","dusk","LDPCHL082011",92,15,15,36,20,20,87,0
"83",2011-07-27,"LDP","dusk","LDPCHL102011",39,15,15,12,20,20,34,0
"84",2011-07-27,"LDP","dusk","LDPCHL052011",42,11,11,108,20,20,33,0
"85",2011-07-28,"LDP","dawn","LDPCHL082011",92,15,15,48,20,20,87,0
"87",2011-07-28,"LDP","dawn","LDPCHL122011",33,20,20,0,20,20,33,0
"88",2011-07-28,"LDP","dawn","LDPCHL112011",58,20,20,0,20,20,58,0
"89",2011-07-28,"LDP","dawn","LDPCHL102011",39,15,15,24,20,20,34,0
"90",2011-07-28,"LDP","dawn","LDPCHL092011",43,15,15,24,20,20,38,0
"91",2011-07-28,"LDP","dusk","LDPCHL122011",33,20,20,12,24,24,29,0
"92",2011-07-28,"LDP","dusk","LDPCHL092011",43,15,15,36,24,24,34,0
"93",2011-07-28,"LDP","dusk","LDPCHL112011",58,20,20,12,24,24,54,0
"94",2011-07-28,"LDP","dusk","LDPCHL102011",39,15,15,36,24,24,30,0
"95",2011-07-28,"LDP","dusk","LDPCHL082011",92,15,15,60,24,24,83,0
"96",2011-07-29,"LDP","dawn","LDPCHL092011",43,15,15,48,28,28,30,0
"97",2011-07-29,"LDP","dawn","LDPCHL082011",92,15,15,72,28,28,79,0
"98",2011-07-29,"LDP","dawn","LDPCHL132011",58,28,28,0,28,28,58,0
"99",2011-07-29,"LDP","dawn","LDPCHL112011",58,20,20,24,28,28,50,0
"100",2011-07-29,"LDP","dawn","LDPCHL122011",33,20,20,24,28,28,25,0
"101",2011-07-29,"LDP","dawn","LDPCHL102011",39,15,15,48,28,28,26,0
"102",2011-07-29,"LDP","dusk","LDPCHL132011",58,28,28,12,29,29,57,0
"103",2011-07-29,"LDP","dusk","LDPCHL112011",58,20,20,36,29,29,49,0
"104",2011-07-29,"LDP","dusk","LDPCHL122011",33,20,20,36,29,29,24,0
"105",2011-07-29,"LDP","dusk","LDPCHL102011",39,15,15,60,29,29,25,0
"106",2011-07-29,"LDP","dusk","LDPCHL092011",43,15,15,60,29,29,29,0
"107",2011-07-29,"LDP","dusk","LDPCHL082011",92,15,15,84,29,29,78,0
"108",2011-07-30,"LDP","dawn","LDPCHL102011",39,15,15,72,29,29,25,0
"109",2011-07-30,"LDP","dawn","LDPCHL092011",43,15,15,72,29,29,29,0
"110",2011-07-30,"LDP","dawn","LDPCHL132011",58,28,28,24,29,29,57,0
"111",2011-07-30,"LDP","dawn","LDPCHL082011",92,15,15,96,29,29,78,0
"112",2011-07-30,"LDP","dawn","LDPCHL122011",33,20,20,48,29,29,24,0
"113",2011-07-30,"LDP","dawn","LDPCHL112011",58,20,20,48,29,29,49,0
"114",2011-07-30,"LDP","dusk","LDPCHL132011",58,28,28,36,29,29,57,0
"115",2011-07-30,"LDP","dusk","LDPCHL122011",33,20,20,60,29,29,24,0
"116",2011-07-30,"LDP","dusk","LDPCHL112011",58,20,20,60,29,29,49,0
"117",2011-07-30,"LDP","dusk","LDPCHL092011",43,15,15,84,29,29,29,0
"118",2011-07-30,"LDP","dusk","LDPCHL102011",39,15,15,84,29,29,25,0
"119",2011-07-30,"LDP","dusk","LDPCHL082011",92,15,15,108,29,29,78,0
"120",2011-07-31,"LDP","dawn","LDPCHL112011",58,20,20,72,28,28,50,0
"121",2011-07-31,"LDP","dawn","LDPCHL092011",43,15,15,96,28,28,30,0
"122",2011-07-31,"LDP","dawn","LDPCHL102011",39,15,15,96,28,28,26,0
"124",2011-07-31,"LDP","dawn","LDPCHL132011",58,28,28,48,28,28,58,0
"125",2011-07-31,"LDP","dawn","LDPCHL162011",41,28,28,0,28,28,41,0
"126",2011-07-31,"LDP","dawn","LDPCHL152011",34,28,28,0,28,28,34,0
"127",2011-07-31,"LDP","dawn","LDPCHL122011",33,20,20,72,28,28,25,0
"128",2011-07-31,"LDP","dusk","LDPCHL152011",34,28,28,12,25,25,37,0
"129",2011-07-31,"LDP","dusk","LDPCHL132011",58,28,28,60,25,25,61,0
"130",2011-07-31,"LDP","dusk","LDPCHL162011",41,28,28,12,25,25,44,0
"131",2011-07-31,"LDP","dusk","LDPCHL112011",58,20,20,84,25,25,53,0
"132",2011-07-31,"LDP","dusk","LDPCHL092011",43,15,15,108,25,25,33,0
"133",2011-07-31,"LDP","dusk","LDPCHL122011",33,20,20,84,25,25,28,0
"134",2011-07-31,"LDP","dusk","LDPCHL102011",39,15,15,108,25,25,29,0
"135",2011-07-31,"UDP","dawn","UDPCHU0012011",29,NA,0,0,NA,0,29,0
"136",2011-07-31,"UDP","dusk","UDPCHU0012011",29,NA,0,12,NA,0,29,0
"137",2011-08-01,"LDP","dawn","LDPCHL112011",58,20,20,96,23,23,55,0
"139",2011-08-01,"LDP","dawn","LDPCHL152011",34,28,28,24,23,23,39,0
"141",2011-08-01,"LDP","dawn","LDPCHL132011",58,28,28,72,23,23,63,0
"142",2011-08-01,"LDP","dawn","LDPCHL162011",41,28,28,24,23,23,46,0
"143",2011-08-01,"LDP","dawn","LDPCHL122011",33,20,20,96,23,23,30,0
"144",2011-08-01,"LDP","dawn","LDPCHL172011",61,23,23,0,23,23,61,0
"145",2011-08-01,"LDP","dawn","LDPCHL182011",62,23,23,0,23,23,62,0
"146",2011-08-01,"LDP","dusk","LDPCHL162011",41,28,28,36,29,29,40,0
"147",2011-08-01,"LDP","dusk","LDPCHL152011",34,28,28,36,29,29,33,0
"148",2011-08-01,"LDP","dusk","LDPCHL172011",61,23,23,12,29,29,55,0
"149",2011-08-01,"LDP","dusk","LDPCHL112011",58,20,20,108,29,29,49,0
"150",2011-08-01,"LDP","dusk","LDPCHL132011",58,28,28,84,29,29,57,0
"151",2011-08-01,"LDP","dusk","LDPCHL122011",33,20,20,108,29,29,24,0
"152",2011-08-01,"LDP","dusk","LDPCHL182011",62,23,23,12,29,29,56,0
"153",2011-08-01,"UDP","dawn","UDPCHU0012011",29,NA,0,24,NA,0,29,0
"154",2011-08-01,"UDP","dusk","UDPCHU0012011",29,NA,0,36,NA,0,29,0
"155",2011-08-02,"LDP","dawn","LDPCHL172011",61,23,23,24,30,30,54,0
"157",2011-08-02,"LDP","dawn","LDPCHL132011",58,28,28,96,30,30,56,0
"159",2011-08-02,"LDP","dawn","LDPCHL162011",41,28,28,48,30,30,39,0
"160",2011-08-02,"LDP","dawn","LDPCHL192011",41,30,30,0,30,30,41,0
"161",2011-08-02,"LDP","dawn","LDPCHL182011",62,23,23,24,30,30,55,0
"162",2011-08-02,"LDP","dawn","LDPCHL152011",34,28,28,48,30,30,32,0
"163",2011-08-02,"LDP","dusk","LDPCHL132011",58,28,28,108,35,35,51,0
"164",2011-08-02,"LDP","dusk","LDPCHL172011",61,23,23,36,35,35,49,0
"165",2011-08-02,"LDP","dusk","LDPCHL192011",41,30,30,12,35,35,36,0
"166",2011-08-02,"LDP","dusk","LDPCHL182011",62,23,23,36,35,35,50,0
"167",2011-08-02,"LDP","dusk","LDPCHL152011",34,28,28,60,35,35,27,0
"168",2011-08-02,"LDP","dusk","LDPCHL162011",41,28,28,60,35,35,34,0
"169",2011-08-02,"UDP","dawn","UDPCHU12011",53,NA,0,0,NA,0,53,0
"170",2011-08-02,"UDP","dawn","UDPCHU0012011",29,NA,0,48,NA,0,29,0
"171",2011-08-02,"UDP","dusk","UDPCHU12011",53,NA,0,12,NA,0,53,0
"172",2011-08-02,"UDP","dusk","UDPCHU0012011",29,NA,0,60,NA,0,29,0
"174",2011-08-03,"LDP","dawn","LDPCHL162011",41,28,28,72,39,39,30,0
"175",2011-08-03,"LDP","dawn","LDPCHL192011",41,30,30,24,39,39,32,0
"176",2011-08-03,"LDP","dawn","LDPCHL182011",62,23,23,48,39,39,46,0
"177",2011-08-03,"LDP","dawn","LDPCHL172011",61,23,23,48,39,39,45,0
"178",2011-08-03,"LDP","dawn","LDPCHL152011",34,28,28,72,39,39,23,0
"179",2011-08-03,"LDP","dusk","LDPCHL172011",61,23,23,60,42,42,42,0
"180",2011-08-03,"LDP","dusk","LDPCHL192011",41,30,30,36,42,42,29,0
"181",2011-08-03,"LDP","dusk","LDPCHL152011",34,28,28,84,42,42,20,0
"182",2011-08-03,"LDP","dusk","LDPCHL162011",41,28,28,84,42,42,27,0
"183",2011-08-03,"LDP","dusk","LDPCHL182011",62,23,23,60,42,42,43,0
"184",2011-08-03,"UDP","dawn","UDPCHU12011",53,NA,0,24,NA,0,53,0
"185",2011-08-03,"UDP","dawn","UDPCHU0012011",29,NA,0,72,NA,0,29,0
"186",2011-08-03,"UDP","dawn","UDPCHU42011",5,NA,0,0,NA,0,5,0
"187",2011-08-03,"UDP","dawn","UDPCHU32011",25,NA,0,0,NA,0,25,0
"188",2011-08-03,"UDP","dusk","UDPCHU12011",53,NA,0,36,NA,0,53,0
"189",2011-08-03,"UDP","dusk","UDPCHU0012011",29,NA,0,84,NA,0,29,0
"190",2011-08-03,"UDP","dusk","UDPCHU32011",25,NA,0,12,NA,0,25,0
"191",2011-08-03,"UDP","dusk","UDPCHU42011",5,NA,0,12,NA,0,5,0
"192",2011-08-04,"LDP","dawn","LDPCHL172011",61,23,23,72,42,42,42,0
"193",2011-08-04,"LDP","dawn","LDPCHL152011",34,28,28,96,42,42,20,0
"194",2011-08-04,"LDP","dawn","LDPCHL182011",62,23,23,72,42,42,43,0
"195",2011-08-04,"LDP","dawn","LDPCHL162011",41,28,28,96,42,42,27,0
"196",2011-08-04,"LDP","dawn","LDPCHL192011",41,30,30,48,42,42,29,0
"197",2011-08-04,"LDP","dusk","LDPCHL182011",62,23,23,84,43,43,42,0
"198",2011-08-04,"LDP","dusk","LDPCHL152011",34,28,28,108,43,43,19,0
"199",2011-08-04,"LDP","dusk","LDPCHL192011",41,30,30,60,43,43,28,0
"200",2011-08-04,"LDP","dusk","LDPCHL172011",61,23,23,84,43,43,41,0
"201",2011-08-04,"LDP","dusk","LDPCHL162011",41,28,28,108,43,43,26,0
"202",2011-08-04,"UDP","dawn","UDPCHU242011",26,40,40,0,40,40,26,0
"203",2011-08-04,"UDP","dawn","UDPCHU0012011",29,NA,0,96,40,40,-11,1
"204",2011-08-04,"UDP","dawn","UDPCHU132011",23,40,40,0,40,40,23,0
"205",2011-08-04,"UDP","dawn","UDPCHU152011",14,40,40,0,40,40,14,0
"206",2011-08-04,"UDP","dawn","UDPCHU32011",25,NA,0,24,40,40,-15,1
"207",2011-08-04,"UDP","dawn","UDPCHU142011",7,40,40,0,40,40,7,0
"208",2011-08-04,"UDP","dawn","UDPCHU232011",30,40,40,0,40,40,30,0
"209",2011-08-04,"UDP","dawn","UDPCHU12011",53,NA,0,48,40,40,13,0
"210",2011-08-04,"UDP","dawn","UDPCHU222011",33,40,40,0,40,40,33,0
"211",2011-08-04,"UDP","dawn","UDPCHU212011",13,40,40,0,40,40,13,0
"212",2011-08-04,"UDP","dawn","UDPCHU42011",5,NA,0,24,40,40,-35,1
"213",2011-08-04,"UDP","dawn","UDPCHU202011",55,40,40,0,40,40,55,0
"214",2011-08-04,"UDP","dawn","UDPCHU122011",49,40,40,0,40,40,49,0
"215",2011-08-04,"UDP","dawn","UDPCHU192011",22,40,40,0,40,40,22,0
"216",2011-08-04,"UDP","dawn","UDPCHU162011",13,40,40,0,40,40,13,0
"217",2011-08-04,"UDP","dawn","UDPCHU112011",29,40,40,0,40,40,29,0
"218",2011-08-04,"UDP","dawn","UDPCHU172011",23,40,40,0,40,40,23,0
"219",2011-08-04,"UDP","dawn","UDPCHU102011",47,40,40,0,40,40,47,0
"220",2011-08-04,"UDP","dawn","UDPCHU92011",28,40,40,0,40,40,28,0
"221",2011-08-04,"UDP","dusk","UDPCHU152011",14,40,40,12,70,70,-16,1
"222",2011-08-04,"UDP","dusk","UDPCHU132011",23,40,40,12,70,70,-7,1
"223",2011-08-04,"UDP","dusk","UDPCHU32011",25,NA,0,36,70,70,-45,1
"224",2011-08-04,"UDP","dusk","UDPCHU142011",7,40,40,12,70,70,-23,1
"225",2011-08-04,"UDP","dusk","UDPCHU42011",5,NA,0,36,70,70,-65,1
"226",2011-08-04,"UDP","dusk","UDPCHU202011",55,40,40,12,70,70,25,0
"227",2011-08-04,"UDP","dusk","UDPCHU0012011",29,NA,0,108,70,70,-41,1
"228",2011-08-04,"UDP","dusk","UDPCHU12011",53,NA,0,60,70,70,-17,1
"229",2011-08-04,"UDP","dusk","UDPCHU162011",13,40,40,12,70,70,-17,1
"230",2011-08-04,"UDP","dusk","UDPCHU112011",29,40,40,12,70,70,-1,1
"231",2011-08-04,"UDP","dusk","UDPCHU122011",49,40,40,12,70,70,19,0
"232",2011-08-04,"UDP","dusk","UDPCHU172011",23,40,40,12,70,70,-7,1
"233",2011-08-04,"UDP","dusk","UDPCHU212011",13,40,40,12,70,70,-17,1
"234",2011-08-04,"UDP","dusk","UDPCHU92011",28,40,40,12,70,70,-2,1
"235",2011-08-04,"UDP","dusk","UDPCHU222011",33,40,40,12,70,70,3,0
"236",2011-08-04,"UDP","dusk","UDPCHU102011",47,40,40,12,70,70,17,0
"237",2011-08-04,"UDP","dusk","UDPCHU242011",26,40,40,12,70,70,-4,1
"238",2011-08-04,"UDP","dusk","UDPCHU232011",30,40,40,12,70,70,0,1
"239",2011-08-04,"UDP","dusk","UDPCHU192011",22,40,40,12,70,70,-8,1
"240",2011-08-05,"LDP","dawn","LDPCHL182011",62,23,23,96,44,44,41,0
"242",2011-08-05,"LDP","dawn","LDPCHL192011",41,30,30,72,44,44,27,0
"243",2011-08-05,"LDP","dawn","LDPCHL172011",61,23,23,96,44,44,40,0
"245",2011-08-05,"LDP","dusk","LDPCHL192011",41,30,30,84,44,44,27,0
"246",2011-08-05,"LDP","dusk","LDPCHL172011",61,23,23,108,44,44,40,0
"247",2011-08-05,"LDP","dusk","LDPCHL182011",62,23,23,108,44,44,41,0
"248",2011-08-05,"UDP","dawn","UDPCHU162011",13,40,40,24,73,73,-20,1
"249",2011-08-05,"UDP","dawn","UDPCHU212011",13,40,40,24,73,73,-20,1
"251",2011-08-05,"UDP","dawn","UDPCHU192011",22,40,40,24,73,73,-11,1
"252",2011-08-05,"UDP","dawn","UDPCHU202011",55,40,40,24,73,73,22,0
"253",2011-08-05,"UDP","dawn","UDPCHU262011",24,73,73,0,73,73,24,0
"254",2011-08-05,"UDP","dawn","UDPCHU172011",23,40,40,24,73,73,-10,1
"255",2011-08-05,"UDP","dawn","UDPCHU152011",14,40,40,24,73,73,-19,1
"256",2011-08-05,"UDP","dawn","UDPCHU92011",28,40,40,24,73,73,-5,1
"257",2011-08-05,"UDP","dawn","UDPCHU142011",7,40,40,24,73,73,-26,1
"258",2011-08-05,"UDP","dawn","UDPCHU222011",33,40,40,24,73,73,0,1
"259",2011-08-05,"UDP","dawn","UDPCHU132011",23,40,40,24,73,73,-10,1
"260",2011-08-05,"UDP","dawn","UDPCHU272011",42,73,73,0,73,73,42,0
"261",2011-08-05,"UDP","dawn","UDPCHU122011",49,40,40,24,73,73,16,0
"262",2011-08-05,"UDP","dawn","UDPCHU232011",30,40,40,24,73,73,-3,1
"263",2011-08-05,"UDP","dawn","UDPCHU322011",28,73,73,0,73,73,28,0
"264",2011-08-05,"UDP","dawn","UDPCHU252011",14,73,73,0,73,73,14,0
"265",2011-08-05,"UDP","dawn","UDPCHU112011",29,40,40,24,73,73,-4,1
"266",2011-08-05,"UDP","dawn","UDPCHU42011",5,NA,0,48,73,73,-68,1
"267",2011-08-05,"UDP","dawn","UDPCHU102011",47,40,40,24,73,73,14,0
"268",2011-08-05,"UDP","dawn","UDPCHU32011",25,NA,0,48,73,73,-48,1
"269",2011-08-05,"UDP","dawn","UDPCHU292011",34,73,73,0,73,73,34,0
"270",2011-08-05,"UDP","dawn","UDPCHU342011",3,73,73,0,73,73,3,0
"271",2011-08-05,"UDP","dawn","UDPCHU282011",16,73,73,0,73,73,16,0
"272",2011-08-05,"UDP","dawn","UDPCHU12011",53,NA,0,72,73,73,-20,1
"273",2011-08-05,"UDP","dawn","UDPCHU242011",26,40,40,24,73,73,-7,1
"274",2011-08-05,"UDP","dawn","UDPCHU332011",7,73,73,0,73,73,7,0
"275",2011-08-05,"UDP","dawn","UDPCHU302011",23,73,73,0,73,73,23,0
"276",2011-08-05,"UDP","dawn","UDPCHU352011",13,73,73,0,73,73,13,0
"277",2011-08-05,"UDP","dawn","UDPCHU312011",42,73,73,0,73,73,42,0
"278",2011-08-05,"UDP","dusk","UDPCHU202011",55,40,40,36,85,85,10,0
"279",2011-08-05,"UDP","dusk","UDPCHU152011",14,40,40,36,85,85,-31,1
"280",2011-08-05,"UDP","dusk","UDPCHU142011",7,40,40,36,85,85,-38,1
"281",2011-08-05,"UDP","dusk","UDPCHU122011",49,40,40,36,85,85,4,0
"282",2011-08-05,"UDP","dusk","UDPCHU132011",23,40,40,36,85,85,-22,1
"283",2011-08-05,"UDP","dusk","UDPCHU212011",13,40,40,36,85,85,-32,1
"284",2011-08-05,"UDP","dusk","UDPCHU262011",24,73,73,12,85,85,12,0
"285",2011-08-05,"UDP","dusk","UDPCHU302011",23,73,73,12,85,85,11,0
"286",2011-08-05,"UDP","dusk","UDPCHU222011",33,40,40,36,85,85,-12,1
"287",2011-08-05,"UDP","dusk","UDPCHU292011",34,73,73,12,85,85,22,0
"288",2011-08-05,"UDP","dusk","UDPCHU242011",26,40,40,36,85,85,-19,1
"289",2011-08-05,"UDP","dusk","UDPCHU282011",16,73,73,12,85,85,4,0
"290",2011-08-05,"UDP","dusk","UDPCHU322011",28,73,73,12,85,85,16,0
"291",2011-08-05,"UDP","dusk","UDPCHU272011",42,73,73,12,85,85,30,0
"292",2011-08-05,"UDP","dusk","UDPCHU312011",42,73,73,12,85,85,30,0
"293",2011-08-05,"UDP","dusk","UDPCHU232011",30,40,40,36,85,85,-15,1
"294",2011-08-05,"UDP","dusk","UDPCHU42011",5,NA,0,60,85,85,-80,1
"295",2011-08-05,"UDP","dusk","UDPCHU172011",23,40,40,36,85,85,-22,1
"296",2011-08-05,"UDP","dusk","UDPCHU32011",25,NA,0,60,85,85,-60,1
"297",2011-08-05,"UDP","dusk","UDPCHU92011",28,40,40,36,85,85,-17,1
"298",2011-08-05,"UDP","dusk","UDPCHU162011",13,40,40,36,85,85,-32,1
"299",2011-08-05,"UDP","dusk","UDPCHU342011",3,73,73,12,85,85,-9,1
"300",2011-08-05,"UDP","dusk","UDPCHU12011",53,NA,0,84,85,85,-32,1
"301",2011-08-05,"UDP","dusk","UDPCHU352011",13,73,73,12,85,85,1,0
"302",2011-08-05,"UDP","dusk","UDPCHU332011",7,73,73,12,85,85,-5,1
"303",2011-08-05,"UDP","dusk","UDPCHU252011",14,73,73,12,85,85,2,0
"304",2011-08-05,"UDP","dusk","UDPCHU102011",47,40,40,36,85,85,2,0
"305",2011-08-05,"UDP","dusk","UDPCHU192011",22,40,40,36,85,85,-23,1
"306",2011-08-05,"UDP","dusk","UDPCHU112011",29,40,40,36,85,85,-16,1
"307",2011-08-06,"LDP","dawn","LDPCHL212011",91,44,44,0,44,44,91,0
"308",2011-08-06,"LDP","dawn","LDPCHL192011",41,30,30,96,44,44,27,0
"311",2011-08-06,"LDP","dusk","LDPCHL212011",91,44,44,12,45,45,90,0
"312",2011-08-06,"LDP","dusk","LDPCHL192011",41,30,30,108,45,45,26,0
"313",2011-08-06,"UDP","dawn","UDPCHU12011",53,NA,0,96,83,83,-30,1
"314",2011-08-06,"UDP","dawn","UDPCHU262011",24,73,73,24,83,83,14,0
"315",2011-08-06,"UDP","dawn","UDPCHU202011",55,40,40,48,83,83,12,0
"316",2011-08-06,"UDP","dawn","UDPCHU172011",23,40,40,48,83,83,-20,1
"317",2011-08-06,"UDP","dawn","UDPCHU402011",37,83,83,0,83,83,37,0
"318",2011-08-06,"UDP","dawn","UDPCHU162011",13,40,40,48,83,83,-30,1
"319",2011-08-06,"UDP","dawn","UDPCHU142011",7,40,40,48,83,83,-36,1
"320",2011-08-06,"UDP","dawn","UDPCHU422011",22,83,83,0,83,83,22,0
"321",2011-08-06,"UDP","dawn","UDPCHU152011",14,40,40,48,83,83,-29,1
"322",2011-08-06,"UDP","dawn","UDPCHU212011",13,40,40,48,83,83,-30,1
"323",2011-08-06,"UDP","dawn","UDPCHU232011",30,40,40,48,83,83,-13,1
"324",2011-08-06,"UDP","dawn","UDPCHU122011",49,40,40,48,83,83,6,0
"325",2011-08-06,"UDP","dawn","UDPCHU132011",23,40,40,48,83,83,-20,1
"326",2011-08-06,"UDP","dawn","UDPCHU192011",22,40,40,48,83,83,-21,1
"327",2011-08-06,"UDP","dawn","UDPCHU252011",14,73,73,24,83,83,4,0
"328",2011-08-06,"UDP","dawn","UDPCHU302011",23,73,73,24,83,83,13,0
"329",2011-08-06,"UDP","dawn","UDPCHU452011",33,83,83,0,83,83,33,0
"330",2011-08-06,"UDP","dawn","UDPCHU292011",34,73,73,24,83,83,24,0
