"V1","HPO","iteration"
0.527442130968202,108,"92"
0.527442130968202,120,"92"
0.932529627471929,60,"93"
0.918317053259245,72,"93"
0.856615949010368,84,"93"
0.846157107441699,96,"93"
0.839060434106378,108,"93"
0.839060434106378,120,"93"
0.929076759127667,60,"94"
0.916435571638501,72,"94"
0.825599792162013,84,"94"
0.798737770192719,96,"94"
0.758091236324304,108,"94"
0.758091236324304,120,"94"
0.936855026432779,60,"95"
0.852380583305208,72,"95"
0.79595289465102,84,"95"
0.767906557332209,96,"95"
0.75506379413476,108,"95"
0.75506379413476,120,"95"
0.956476524120662,60,"96"
0.946321376828046,72,"96"
0.941221175336776,84,"96"
0.871344916212162,96,"96"
0.817427474164736,108,"96"
0.817427474164736,120,"96"
0.952841186194681,60,"97"
0.656154969983587,72,"97"
0.650995772725835,84,"97"
0.542239046205072,96,"97"
0.467333306552386,108,"97"
0.467333306552386,120,"97"
0.953362094623968,60,"98"
0.663212114676142,72,"98"
0.652894972874154,84,"98"
0.586025110012834,96,"98"
0.490794322092101,108,"98"
0.490794322092101,120,"98"
0.957155556958169,60,"99"
0.923773912640747,72,"99"
0.887608704357492,84,"99"
0.868735359507885,96,"99"
0.839393769128171,108,"99"
0.839393769128171,120,"99"
0.920852019493002,60,"100"
0.849646775857688,72,"100"
0.815849298412204,84,"100"
0.744327463729534,96,"100"
0.726711823729008,108,"100"
0.726711823729008,120,"100"
